1,283.1690009,566.3380018,1132.676004,1699.014006,2265.352007,2831.690009,3398.028011,3964.366013,4530.704015,5097.042017,5663.380018,6229.71802,6796.056022
255.83388,0,0,0,0,0,0,0,0,0,0,0,0,0
256.74828,0,0,0,0,0,0,0,0,0,84.95070028,127.4260504,127.4260504,127.4260504
257.51028,0,0,0,0,0,0,0,0,56.63380018,169.9014006,283.1690009,283.1690009,283.1690009
258.27228,0,0,0,0,0,0,0,28.31690009,155.7429505,311.485901,481.3873016,481.3873016,481.3873016
259.03428,0,0,0,0,0,0,0,113.2676004,283.1690009,453.0704015,679.6056022,736.2394024,736.2394024
259.79628,0,0,0,0,0,0,70.79225023,240.6936508,424.7535014,651.2887021,877.8239029,1047.725303,1047.725303
260.55828,0,0,0,0,0,56.63380018,198.2183006,396.4366013,622.971802,877.8239029,1104.359104,1387.528105,1387.528105
261.32028,0,0,0,0,14.15845005,155.7429505,368.1197012,622.971802,849.5070028,1104.359104,1387.528105,1642.380205,1783.964706
262.08228,0,0,0,0,141.5845005,325.6443511,580.4964519,849.5070028,1104.359104,1387.528105,1670.697105,1953.866106,2208.718207
262.84428,0,0,0,113.2676004,311.485901,566.3380018,849.5070028,1132.676004,1415.845005,1727.330906,2038.816807,2350.302708,2661.788609
263.60628,0,0,99.10915032,311.485901,580.4964519,877.8239029,1189.309804,1500.795705,1783.964706,2123.767507,2435.253408,2803.373109,3086.54211
264.36828,0,56.63380018,339.8028011,651.2887021,991.0915032,1302.577404,1642.380205,1925.549206,2321.985808,2633.471709,2944.95761,3341.394211,3652.880112
264.97788,0,424.7535014,736.2394024,1132.676004,1472.478805,1755.647806,2180.401307,2435.253408,2831.690009,3171.49281,3454.661811,3851.098413,4247.535014
265.28268,1415.845005,1415.845005,1415.845005,1585.746405,1812.281606,2095.450607,2548.521008,2803.373109,3171.49281,3482.978711,3822.781512,4190.901214,4530.704015
265.58748,2775.056209,2775.056209,2775.056209,2775.056209,2775.056209,2775.056209,3001.59141,3284.760411,3624.563212,3964.366013,4247.535014,4587.337815,4955.457516
265.89228,3964.366013,3964.366013,3964.366013,3964.366013,3964.366013,3964.366013,3964.366013,3964.366013,4247.535014,4502.387115,4757.239216,5012.091316,5323.577217
266.19708,5295.260317,5295.260317,5295.260317,5295.260317,5295.260317,5295.260317,5295.260317,5295.260317,5295.260317,5295.260317,5436.844818,5606.746218,5804.964519
266.50188,6371.302521,6371.302521,6371.302521,6371.302521,6371.302521,6371.302521,6371.302521,6371.302521,6371.302521,6371.302521,6371.302521,6371.302521,6371.302521
267.41628,8211.901027,8211.901027,8211.901027,8211.901027,8211.901027,8211.901027,8211.901027,8211.901027,8211.901027,8211.901027,8211.901027,8211.901027,8211.901027
268.17828,9967.548832,9967.548832,9967.548832,9967.548832,9967.548832,9967.548832,9967.548832,9967.548832,9967.548832,9967.548832,9967.548832,9967.548832,9967.548832
268.48308,10760.42204,10760.42204,10760.42204,10760.42204,10760.42204,10760.42204,10760.42204,10760.42204,10760.42204,10760.42204,10760.42204,10760.42204,10760.42204
