Recorder,node/Lake McClure/storage,node/Lake McClure/observed storage,Lake McClure Inflow,node/Basin Outflow/flow,Lake McClure Outflow Flood Days,Lake McClure Inflow Flood Days,node/blwNewExchequerPH/flow/ifr_not_met,node/Merced R below Crocker-Huffman Dam/flow/ifr_not_met,Lake McClure Flood Control [node]/ifr_not_met,New Exchequer PH/Hydropower Production,New Merced Falls PH/Hydropower Production,New McSwain PH/Hydropower Production
10/1/1980,841.3813469,841.356708,5.77226341,0.71,0,0,0,0,0,3921.795988,374.0576805,4582.366894
10/2/1980,841.4251201,836.176092,6.044457061,0.71,0,0,0,0,0,4014.862671,373.0563504,3338.403794
10/3/1980,841.4998643,831.118824,6.429345715,0.71,0,0,0,0,0,4034.023458,374.0576805,3668.70663
10/4/1980,841.5965296,826.061556,6.552805685,0.71,0,0,0,0,0,3939.588148,387.0749721,3070.698673
10/5/1980,841.7441089,820.387548,7.06279953,0.71,0,0,0,0,0,3882.105784,389.0776323,3070.698673
10/6/1980,841.9944729,815.33028,8.048556827,0.71,0,0,0,0,0,3734.293995,378.063001,3048.056946
10/7/1980,842.2623064,810.39636,7.997787046,0.71,0,0,0,0,0,3550.897885,377.0616709,3045.393214
10/8/1980,842.5190054,806.07918,7.851923976,0.71,0,0,0,0,0,3538.580235,388.0763022,3619.427578
10/9/1980,842.7074197,801.14526,7.216391248,0.71,0,0,0,0,0,3650.807705,380.0656613,3600.78145
10/10/1980,842.8800544,795.5946,7.018655254,0.71,0,0,0,0,0,3639.858684,371.0536902,3345.063125
10/11/1980,842.917216,789.4272,5.473331637,5.665443484,0,0,0,0,0,3656.282217,1772.729287,5192.113492
10/12/1980,842.9184888,783.999888,5.503093284,14.16048946,0,0,0,0,0,3979.004327,4174.600407,8510.698837
10/13/1980,842.0302273,782.149668,4.778658353,20.53177394,0,0,0,0,0,4578.18902,5989.772037,9075.498036
10/14/1980,841.0833188,781.532928,4.943182005,9.91296647,0,0,0,0,0,4915.692226,2985.180143,5983.029354
10/15/1980,840.700751,781.532928,5.317073888,4.951681991,0,0,0,0,0,4084.935857,1536.792533,3666.296393
10/16/1980,840.4262842,781.532928,4.614384858,2.969504597,0,0,0,0,0,3757.741987,986.1355952,2931.205472
10/17/1980,839.5568174,781.532928,4.360986979,9.907125475,0,0,0,0,0,3570.623329,2950.48409,5426.775452
10/18/1980,837.4352394,781.532928,4.554745057,24.77345593,0,0,0,0,0,3845.060136,7141.492258,10951.94416
10/19/1980,836.1093009,781.532928,4.737572786,15.57048946,0,0,0,0,0,4824.175493,4532.372455,7556.146018
10/20/1980,835.1986192,781.532928,3.937063536,9.907125475,0,0,0,0,0,4306.561054,2927.453498,5446.753446
10/21/1980,834.8029067,781.532928,3.536690437,3.535840995,0,0,0,0,0,3961.393491,1114.284528,3053.708809
10/22/1980,834.3768488,781.532928,3.291672132,3.535840995,0,0,0,0,0,3656.737349,1118.289849,3093.664797
10/23/1980,833.3403856,781.532928,3.083071136,9.907125475,0,0,0,0,0,2917.678398,2916.438866,5673.170713
10/24/1980,831.7191684,781.532928,3.228095756,15.57048946,0,0,0,0,0,3459.107129,4516.351173,8274.02194
10/25/1980,829.1325404,781.532928,4.417950664,29.72889941,0,0,0,0,0,3849.439405,8519.135932,12925.52182
10/26/1980,827.5638513,781.532928,4.31005246,18.40217145,0,0,0,0,0,4643.242616,5303.290035,8452.350217
10/27/1980,826.6187019,781.532928,2.57877906,9.850491835,0,0,0,0,0,3879.001595,2884.398435,5085.820522
10/28/1980,826.3815442,781.532928,2.501004451,2.12,0,0,0,0,0,2851.99484,698.7858346,1973.636162
10/29/1980,826.1811576,781.532928,2.413284506,2.12,0,0,0,0,0,2255.536409,698.7858346,1780.515552
10/30/1980,826.0432347,779.189316,2.357428345,2.12,0,0,0,0,0,2011.92068,688.7725334,1487.504972
10/31/1980,825.9948753,777.955836,2.211658929,2.12,0,0,0,0,0,1138.736217,622.6847456,1042.661637
11/1/1980,825.6306549,777.955836,2.053378313,5.66,0,0,0,0,0,472.9966065,1621.991378,2358.517815
11/2/1980,825.2581291,777.955836,1.989112196,5.66,0,0,0,0,0,684.4742717,1634.00734,2370.504612
11/3/1980,824.8683936,776.105616,1.931528312,5.66,0,0,0,0,0,675.6759508,1634.00734,2423.779263
11/4/1980,824.473444,774.995484,1.874720537,5.66,0,0,0,0,0,666.8776299,1634.00734,2425.111129
11/5/1980,824.0766706,773.145264,1.842991785,5.66,0,0,0,0,0,671.2767904,1634.00734,2421.11553
11/6/1980,823.668159,771.911784,1.788554005,5.66,0,0,0,0,0,680.0751111,1637.01133,2451.748455
11/7/1980,823.260123,770.184912,1.719717282,5.66,0,0,0,0,0,712.3356208,1618.987388,2423.779263
11/8/1980,822.8487108,768.334692,1.680641782,5.66,0,0,0,0,0,710.8692341,1618.987388,2423.779263
11/9/1980,822.433546,767.101212,1.647827358,5.66,0,0,0,0,0,685.9406583,1618.987388,2427.774862
11/10/1980,822.1572083,765.99108,2.684672065,5.66,0,0,0,0,0,687.8616252,1612.979407,2213.344392
11/11/1980,822.4303549,764.14086,9.055064324,5.66,0,0,0,0,0,685.9406585,1612.979407,2217.33999
11/12/1980,822.2110719,762.413988,3.35210609,5.66,0,0,0,0,0,769.5247064,1611.978077,2216.008124
11/13/1980,821.8537549,761.797248,1.75095131,5.66,0,0,0,0,0,677.1423376,1610.976747,2214.676258
11/14/1980,821.4874176,760.070376,1.635929939,5.66,0,0,0,0,0,649.2809883,1609.975417,2210.680659
11/15/1980,821.1122329,757.603416,1.57246938,5.66,0,0,0,0,0,680.0751113,1621.991378,2225.331188
11/16/1980,820.7420886,756.493284,1.581353555,5.66,0,0,0,0,0,653.6801487,1611.006787,2206.725016
11/17/1980,820.369976,754.766412,1.562005655,5.66,0,0,0,0,0,687.4070453,1611.978077,2208.016926
11/18/1980,819.9976957,753.532932,1.581304544,5.66,0,0,0,0,0,681.5414979,1617.986058,2216.008124
11/19/1980,819.6297031,752.4228,1.630930741,5.66,0,0,0,0,0,684.4742717,1617.986058,2216.008124
11/20/1980,819.2642637,751.18932,1.671102629,5.66,0,0,0,0,0,619.0508603,1620.990048,2220.003723
11/21/1980,818.886943,749.462448,1.544208302,5.66,0,0,0,0,0,623.4500207,1621.991378,2223.999322
11/22/1980,818.509424,747.118836,1.541911331,5.66,0,0,0,0,0,672.7431771,1621.991378,2223.999322
11/23/1980,818.1301282,746.502096,1.517808141,5.66,0,0,0,0,0,674.209564,1620.990048,2222.667455
11/24/1980,817.7503012,745.391964,1.504579477,5.66,0,0,0,0,0,678.6087243,1618.987388,2220.003723
11/25/1980,817.3664324,743.541744,1.464879092,5.66,0,0,0,0,0,672.7431772,1620.990048,2222.667455
11/26/1980,816.9821344,741.814872,1.466991225,5.66,0,0,0,0,0,675.6759507,1619.988718,2225.331188
11/27/1980,816.6120502,740.70474,1.631503198,5.66,0,0,0,0,0,674.2095639,1619.988718,2225.331188
11/28/1980,816.242962,738.977868,1.639491834,5.66,0,0,0,0,0,671.2767903,1618.987388,2223.999322
11/29/1980,815.8732366,737.250996,1.628575521,5.66,0,0,0,0,0,665.4112431,1618.987388,2222.667455
11/30/1980,815.4886199,735.400776,1.427903016,5.66,0,0,0,0,0,656.6129223,1612.979407,2212.012525
12/1/1980,815.1413113,734.290644,1.859708842,5.66,0,0,0,0,0,661.0120827,1612.979407,2212.012525
12/2/1980,814.7976232,733.180512,1.901612221,5.66,0,0,0,0,0,653.6801487,1612.979407,2212.012525
12/3/1980,815.788238,731.947032,18.74323417,7.076,0,1,0,0,0,1040.540615,2008.496474,2738.088624
12/4/1980,817.1980588,731.947032,96.82049203,7.076,0,1,0,0,0,5941.009348,2008.496474,4349.23986
12/5/1980,818.4860711,731.947032,33.1736596,7.076,0,1,0,0,0,5941.009348,2007.495144,2736.756757
12/6/1980,818.6277459,731.947032,2.661716014,5.66,0,0,0,0,0,740.910711,1606.971427,2204.021328
12/7/1980,818.7344418,730.22016,2.132501202,5.66,0,0,0,0,0,650.747375,1606.971427,2204.021328
12/8/1980,818.8397048,729.726768,2.115918242,5.66,0,0,0,0,0,650.7473752,1606.971427,2205.353194
12/9/1980,818.9875901,728.493288,2.60720842,5.66,0,0,0,0,0,649.2809883,1606.971427,2205.353194
12/10/1980,819.1751883,727.383156,3.066847564,5.66,0,0,0,0,0,649.2809882,1606.971427,2206.68506
12/11/1980,819.426767,726.766416,3.805341872,5.66,0,0,0,0,0,647.8146014,1608.974087,2213.344392
12/12/1980,819.6593193,726.273024,3.591195826,5.66,0,0,0,0,0,652.2137618,1607.972757,2212.012525
12/13/1980,819.888112,725.656284,3.547681001,5.66,0,0,0,0,0,652.2137618,1609.975417,2214.676258
12/14/1980,820.0461082,725.162892,2.722210489,5.66,0,0,0,0,0,647.8146015,1610.976747,2216.008124
12/15/1980,820.2450438,723.929412,3.206159477,5.66,0,0,0,0,0,655.1465355,1610.976747,2216.008124
12/16/1980,820.5482369,723.43602,4.412997508,5.66,0,0,0,0,0,655.2593345,1610.976747,2221.335589
12/17/1980,820.8071823,722.81928,3.907407777,5.66,0,0,0,0,0,659.9968919,1610.976747,2217.33999
12/18/1980,821.0384183,719.982276,3.580006132,5.66,0,0,0,0,0,655.1465355,1609.975417,2216.008124
12/19/1980,821.2848729,719.365536,3.76221521,5.66,0,0,0,0,0,659.5456959,1609.975417,2214.676258
12/20/1980,821.5397587,719.365536,3.85979889,5.66,0,0,0,0,0,659.5456959,1609.975417,2217.33999
12/21/1980,821.7503878,719.365536,3.333409624,5.66,0,0,0,0,0,649.2809883,1609.975417,2214.676258
12/22/1980,821.8968683,718.872144,2.933638593,5.66,0,0,0,0,0,656.6129223,1609.975417,607.5206207
12/23/1980,821.6425982,717.638664,2.954244571,5.66,0,0,0,0,0,656.7257213,1609.975417,2218.671857
12/24/1980,821.4391374,714.80166,3.542314489,5.66,0,0,0,0,0,650.4089781,1609.975417,2218.671857
12/25/1980,821.2703384,714.80166,3.947032601,5.66,0,0,0,0,0,658.1921081,1609.975417,2220.003723
12/26/1980,821.110792,714.80166,4.054123842,5.66,0,0,0,0,0,665.4112431,1609.975417,2220.003723
12/27/1980,820.9475637,712.581396,4.036288965,5.66,0,0,0,0,0,663.9448563,1616.984728,2229.326787
12/28/1980,820.7072946,712.581396,3.144612531,5.66,0,0,0,0,0,648.9425913,1616.984728,2229.326787
12/29/1980,820.4492526,711.471264,2.938908698,5.66,0,0,0,0,0,641.0466622,1616.984728,2229.326787
12/30/1980,820.1695935,709.251,2.688709676,5.66,0,0,0,0,0,647.8146015,1616.984728,2229.326787
12/31/1980,819.879095,708.63426,2.542014353,5.66,0,0,0,0,0,618.4868654,1610.976747,2221.335589
1/1/1981,819.5327495,708.140868,1.969977776,5.66,0,0,0,0,0,676.1647464,1610.976747,2249.304781
1/2/1981,819.1795267,707.524128,1.890379782,5.66,0,0,0,0,0,669.321608,1609.975417,2249.304781
1/3/1981,818.8826516,707.524128,2.542552426,5.66,0,0,0,0,0,672.0588634,1609.975417,2249.304781
1/4/1981,818.5970105,707.524128,2.672576059,5.66,0,0,0,0,0,661.1098419,1609.975417,2249.304781
1/5/1981,818.2599251,706.413996,2.073614663,5.66,0,0,0,0,0,665.2157249,1608.974087,2247.972915
1/6/1981,817.8894656,705.303864,1.655480573,5.66,0,0,0,0,0,674.6006005,1609.975417,2235.986118
1/7/1981,817.5196118,703.576992,1.662490776,5.66,0,0,0,0,0,677.5333741,1609.975417,2235.986118
1/8/1981,817.1418803,702.46686,1.571312924,5.66,0,0,0,0,0,697.9650303,1609.975417,2235.986118
1/9/1981,816.7620671,701.973468,1.55429992,5.66,0,0,0,0,0,681.6392571,1607.972757,2238.649851
1/10/1981,816.3865452,701.973468,1.593347728,5.66,0,0,0,0,0,681.6392572,1605.970096,2234.654252
1/11/1981,816.013781,701.973468,1.625264905,5.66,0,0,0,0,0,684.3765125,1605.970096,2234.654252
1/12/1981,815.64122,701.973468,1.63469731,5.66,0,0,0,0,0,681.6392571,1605.970096,2237.317985
1/13/1981,815.277347,701.356728,1.735252821,5.66,0,0,0,0,0,687.1137679,1606.971427,2237.317985
1/14/1981,814.9121732,699.629856,1.730817564,5.66,0,0,0,0,0,688.4823956,1606.971427,2241.313583
1/15/1981,814.5937583,699.629856,2.272009222,5.66,0,0,0,0,0,680.2706294,1606.971427,2241.313583
1/16/1981,814.2782365,699.629856,2.309033643,5.66,0,0,0,0,0,678.9020018,1606.971427,2242.64545
1/17/1981,813.9215642,699.629856,1.832753927,5.66,0,0,0,0,0,678.9020018,1606.971427,2242.64545
1/18/1981,813.5530338,700.246596,1.699048725,5.66,0,0,0,0,0,678.9020017,1606.971427,2243.977316
1/19/1981,813.1947727,699.629856,1.817906282,5.66,0,0,0,0,0,678.9020017,1606.971427,2243.977316
1/20/1981,812.8292188,699.136464,1.733497502,5.66,0,0,0,0,0,685.7451403,1606.971427,2243.977316
1/21/1981,812.4755607,699.136464,1.857021796,5.66,0,0,0,0,0,687.1137679,1606.971427,2238.649851
1/22/1981,812.8755239,699.136464,10.5794892,5.66,0,0,0,0,0,685.7451401,1606.971427,2238.649851
1/23/1981,814.5370032,699.629856,49.03216006,7.076,0,1,0,0,0,5941.009348,2007.495144,4383.868383
1/24/1981,816.0549306,700.246596,24.54634359,7.076,0,1,0,0,0,5058.786969,2007.495144,2771.38528
1/25/1981,816.1453085,700.246596,2.11047634,5.66,0,0,0,0,0,771.704834,1606.971427,2238.649851
1/26/1981,817.4315514,700.246596,15.83105134,5.66,0,1,0,0,0,684.3765124,1606.971427,2238.649851
1/27/1981,818.6993899,701.356728,112.5992221,12.90788679,0,1,0,0,0,5941.009348,3657.077753,4966.822171
1/28/1981,819.8576872,705.303864,203.5017036,189.7945788,1,1,0,0,0,5941.009348,53690.49259,71518.78525
1/29/1981,820.9159075,710.854524,139.8228528,127.2917258,0,1,0,0,0,5941.009348,36011.20233,47996.95343
1/30/1981,821.8826977,712.581396,31.41771067,19.9412642,0,1,0,0,0,5941.009348,5647.510203,7610.294976
1/31/1981,822.0621501,713.691528,3.145207147,5.66,0,0,0,0,0,774.4420892,1607.972757,2237.317985
2/1/1981,822.2018262,714.308268,2.560603026,5.66,0,0,0,0,0,684.3765124,1607.972757,2235.986118
2/2/1981,822.3431725,715.4184,2.57804586,5.66,0,0,0,0,0,683.0078847,1607.972757,2235.986118
2/3/1981,822.473094,716.03514,2.445814994,5.66,0,0,0,0,0,683.0078847,1607.972757,2237.317985
2/4/1981,822.5892723,716.528532,2.286749865,5.66,0,0,0,0,0,683.0078847,1607.972757,2237.317985
2/5/1981,822.7311976,717.145272,2.584747452,5.66,0,0,0,0,0,683.0078847,1607.972757,2239.981717
2/6/1981,822.9359566,717.145272,3.30443748,5.66,0,0,0,0,0,677.5333741,1607.972757,2239.981717
2/7/1981,823.1414318,717.638664,3.314616063,5.66,0,0,0,0,0,678.9020018,1606.971427,2238.649851
2/8/1981,823.6179089,718.255404,6.445547393,5.66,0,0,0,0,0,674.7961186,1606.971427,2238.649851
2/9/1981,824.3512461,718.872144,21.22360152,7.076,0,1,0,0,0,5941.009348,2007.495144,2759.398484
2/10/1981,824.4839276,719.365536,2.594438421,5.66,0,0,0,0,0,767.5989508,1606.971427,2257.295979
2/11/1981,824.764808,719.365536,4.196799419,5.66,0,0,0,0,0,685.7451401,1606.971427,2258.627845
2/12/1981,825.0136944,719.365536,3.830274775,5.66,0,0,0,0,0,688.4823956,1606.971427,2258.627845
2/13/1981,825.4606324,719.365536,6.130089852,5.66,0,0,0,0,0,693.9569062,1606.971427,2258.627845
2/14/1981,826.0347583,720.599016,12.80864198,5.66,0,0,0,0,0,4468.593123,1606.971427,2269.282775
2/15/1981,826.5592797,721.709148,7.826671627,5.66,0,0,0,0,0,1272.952396,1606.971427,2269.282775
2/16/1981,827.0384825,722.81928,9.403177584,5.66,0,0,0,0,0,2796.175069,1609.975417,2271.946508
2/17/1981,827.4762822,723.929412,9.504497932,5.66,0,0,0,0,0,3217.048198,1609.975417,2270.614641
2/18/1981,827.8762559,724.546152,11.13506336,5.66,0,0,0,0,0,4716.591051,1609.975417,2270.614641
2/19/1981,828.2416719,725.656284,12.99921709,5.66,0,0,0,0,0,5941.009348,1609.975417,2270.614641
2/20/1981,828.575516,726.766416,10.00535019,5.66,0,0,0,0,0,4452.460438,1609.975417,2269.282775
2/21/1981,828.880516,727.383156,7.403701635,5.66,0,0,0,0,0,2808.326118,1609.975417,2269.282775
2/22/1981,829.1591639,727.999896,13.56899482,5.66,0,0,0,0,0,5941.009348,1609.975417,2270.614641
2/23/1981,829.4137367,727.999896,6.475269935,5.66,0,0,0,0,0,2558.361503,1605.970096,2522.337367
2/24/1981,829.6463144,728.493288,12.74096736,5.66,0,0,0,0,0,5941.009348,1605.970096,2519.673635
2/25/1981,829.8587973,729.110028,11.79710821,5.66,0,0,0,0,0,5941.009348,1605.970096,2519.673635
2/26/1981,830.0529218,730.22016,4.268274778,5.66,0,0,0,0,0,1465.540153,1610.976747,2526.332966
2/27/1981,830.2302739,730.8369,2.968282037,5.66,0,0,0,0,0,663.7973049,1610.976747,2285.26517
2/28/1981,830.3923027,731.45364,4.411147441,5.66,0,0,0,0,0,1838.437893,1610.976747,2285.26517
3/1/1981,830.5403323,731.947032,13.06718408,8.492,0,0,0,0,0,5941.009348,2410.021521,4021.996632
3/2/1981,830.6755721,732.563772,15.35797526,8.492,0,1,0,0,0,5941.009348,2409.020191,4332.321474
3/3/1981,830.7971742,733.180512,3.373867213,8.492,0,0,0,0,0,1425.645018,2409.020191,5483.053934
3/4/1981,830.9102229,734.290644,5.939989044,8.492,0,0,0,0,0,3357.828707,2409.020191,5596.80878
3/5/1981,830.8597256,735.400776,12.10215771,8.492,0,0,0,0,0,5941.009348,2410.021521,4773.029953
3/6/1981,829.7043264,736.017516,4.231473639,8.492,0,0,0,0,0,2164.52216,2460.088027,6623.131465
3/7/1981,828.5613049,737.250996,3.99417547,8.492,0,0,0,0,0,2056.582381,2470.601993,6479.95584
3/8/1981,827.3471309,737.744388,4.282235298,8.492,0,0,0,0,0,3061.155102,2492.631256,6898.16185
3/9/1981,826.1111724,738.361128,5.85925534,8.492,0,0,0,0,0,3150.115902,2501.342828,7586.337154
3/10/1981,825.1211083,738.977868,9.223168731,8.492,0,0,0,0,0,3792.002286,2502.644557,7781.18919
3/11/1981,824.1157054,740.088,9.951894581,8.492,0,0,0,0,0,4405.14749,2510.655198,8122.146956
3/12/1981,823.1780905,740.088,10.38247047,8.492,0,0,0,0,0,4366.825914,2510.655198,7988.960329
3/13/1981,822.847191,741.198132,17.51686048,8.492,0,1,0,0,0,5941.009348,2530.381401,8031.18049
3/14/1981,821.3996676,741.814872,3.997531908,8.492,0,0,0,0,0,5539.739843,2529.179805,7807.160582
3/15/1981,819.8716746,742.431612,5.14065338,8.492,0,0,0,0,0,5941.009348,2526.175815,8587.634219
3/16/1981,818.8047891,743.048352,10.08459835,8.492,0,0,0,0,0,5941.009348,2529.179805,8439.797063
3/17/1981,817.4132278,743.541744,6.178093667,8.492,0,0,0,0,0,5941.009348,2531.182465,8383.858679
3/18/1981,816.5602307,744.158484,12.44333568,8.492,0,0,0,0,0,5941.009348,2516.162514,8395.845476
3/19/1981,819.0356595,746.502096,49.68527717,8.492,0,1,0,0,0,5941.009348,2506.149213,7913.709884
3/20/1981,821.436088,749.95584,48.36054872,8.492,0,1,0,0,0,5941.009348,2521.169164,7741.899135
3/21/1981,821.9061784,753.532932,26.33019841,8.492,0,1,0,0,0,5941.009348,2525.174485,7859.103367
3/22/1981,822.3495857,757.603416,27.84450437,8.492,0,1,0,0,0,5941.009348,2531.182465,8545.014498
3/23/1981,821.8213239,760.070376,18.10994617,8.492,0,1,0,0,0,5941.009348,2540.194437,9113.721397
3/24/1981,821.3402797,761.797248,18.99983361,8.492,0,1,0,0,0,5941.009348,2561.222369,9242.912426
3/25/1981,821.6802653,764.14086,29.01226346,8.492,0,1,0,0,0,5941.009348,2562.223699,9434.701169
3/26/1981,824.9339964,768.334692,62.83529108,8.492,0,1,0,0,0,5941.009348,2581.248971,9471.993425
3/27/1981,824.9226127,771.295044,25.00567059,8.492,0,1,0,0,0,5941.009348,2567.23035,9457.342896
3/28/1981,824.9735617,774.378744,26.30768565,8.492,0,1,0,0,0,5941.009348,2575.240991,9675.768965
3/29/1981,825.0506843,776.722356,27.33987671,8.492,0,1,0,0,0,5941.009348,2583.251632,9950.133417
3/30/1981,824.9946789,778.572576,26.01144711,8.492,0,1,0,0,0,5941.009348,2597.270253,10030.04539
3/31/1981,824.5113233,779.806056,25.17529025,8.492,0,1,0,0,0,5941.009348,2596.268923,11576.34214
4/1/1981,825.2594871,781.532928,33.08901301,6.655,0,1,0,0,0,5941.009348,2074.660282,9191.081836
4/2/1981,825.6908701,783.383148,30.47397035,6.655,0,1,0,0,0,5941.009348,2089.680234,9586.646119
4/3/1981,825.8237928,784.616628,28.17363262,6.655,0,1,0,0,0,5941.009348,2128.732109,10020.83452
4/4/1981,825.7964347,785.850108,26.42119254,6.655,0,1,0,0,0,5941.009348,2137.74408,10059.45865
4/5/1981,825.9550456,786.96024,28.83557768,6.655,0,1,0,0,0,5941.009348,2155.768022,10158.01675
4/6/1981,826.7205392,788.81046,35.73223985,6.655,0,1,0,0,0,5941.009348,2157.770682,10110.06957
4/7/1981,827.4618832,791.27742,36.22446706,6.655,0,1,0,0,0,5941.009348,2171.789304,10400.41641
4/8/1981,828.0260719,792.5109,35.05907641,6.655,0,1,0,0,0,5941.009348,2157.770682,10733.38298
4/9/1981,828.6346126,794.97786,36.36892668,6.655,0,1,0,0,0,5941.009348,2165.781323,11033.05289
4/10/1981,829.5113724,796.82808,40.58135736,6.655,0,1,0,0,0,5941.009348,2205.834528,11449.92704
4/11/1981,830.4079066,799.29504,38.71096422,6.655,0,1,0,0,0,5941.009348,2149.760041,10660.13034
4/12/1981,830.8258106,801.14526,32.4526281,6.655,0,1,0,0,0,5941.009348,2147.757381,10389.76148
4/13/1981,831.3258765,802.99548,33.82130396,6.655,0,1,0,0,0,5941.009348,2143.752061,10546.9217
4/14/1981,832.4422479,804.8457,42.27491727,6.655,0,1,0,0,0,5941.009348,2140.74807,11043.70782
4/15/1981,834.4781476,806.07918,55.38503739,6.655,0,1,0,0,0,5941.009348,2181.802605,11972.01862
4/16/1981,836.5183731,807.9294,56.42632518,6.655,0,1,0,0,0,5941.009348,2202.830538,12344.94117
4/17/1981,838.5015804,809.77962,56.94523662,6.655,0,1,0,0,0,5941.009348,2233.871771,12788.45264
4/18/1981,840.4054661,810.39636,57.61665585,6.655,0,1,0,0,0,5941.009348,2238.878422,13386.4606
4/19/1981,842.4952249,812.24658,59.48121835,6.655,0,1,0,0,0,5941.009348,2268.918325,13278.57943
4/20/1981,843.8205419,812.86332,49.89009731,6.655,0,1,0,0,0,5941.009348,2262.910345,12998.88751
4/21/1981,843.801521,812.86332,35.24751041,6.655,0,1,0,0,0,5941.009348,2234.873101,13343.84088
4/22/1981,844.7035861,814.0968,46.2374546,6.655,0,1,0,0,0,5941.009348,2227.863791,13467.70444
4/23/1981,847.121011,817.920588,64.04538645,6.655,0,1,0,0,0,5941.009348,2253.898374,13568.92628
4/24/1981,850.1286736,821.621028,71.97072408,6.655,0,1,0,0,0,5941.009348,2262.910345,13980.47296
4/25/1981,852.8380553,827.911776,69.19455258,6.655,0,1,0,0,0,5941.009348,2269.919655,14234.85942
4/26/1981,854.8260277,831.735564,61.43964079,6.655,0,1,0,0,0,5941.009348,2299.959559,14458.61295
4/27/1981,855.342905,833.092392,45.25207478,6.655,0,1,0,0,0,5941.009348,2302.963549,14774.26526
4/28/1981,857.1106205,834.942612,56.57870277,6.655,0,1,0,0,0,5941.009348,2307.9702,13588.90427
4/29/1981,859.7250997,838.7664,72.12474781,6.655,0,1,0,0,0,5941.009348,2293.951578,15750.52324
4/30/1981,863.9592642,846.413976,92.07119122,6.655,0,1,0,0,0,5941.009348,2296.955569,16202.0259
5/1/1981,869.2287961,852.95142,105.5591123,8.071,0,1,0,0,0,5941.009348,2715.503228,16768.05799
5/2/1981,874.290878,860.105604,103.2961328,8.071,0,1,0,0,0,5941.009348,2725.516529,16820.00077
5/3/1981,878.00356,863.312652,88.12412758,8.071,0,1,0,0,0,5941.009348,2739.535151,16987.81592
5/4/1981,881.9173188,865.28622,90.29918197,8.071,0,1,0,0,0,5941.009348,2732.52584,16930.54567
5/5/1981,885.9651672,867.259788,92.15559124,8.071,0,1,0,0,0,5941.009348,2724.515199,17045.08617
5/6/1981,889.3425178,867.999876,85.95991336,8.071,0,1,0,0,0,5941.009348,2711.497908,17633.77107
5/7/1981,892.8959907,868.616616,88.6037185,8.071,0,1,0,0,0,5941.009348,2717.505888,17861.5202
5/8/1981,897.4645603,868.616616,100.6640484,8.071,0,1,0,0,0,5941.009348,2724.515199,17978.72443
5/9/1981,903.4645793,871.206924,117.1467884,8.071,0,1,0,0,0,5941.009348,2723.513869,17946.75964
5/10/1981,910.860982,874.53732,133.5175011,8.071,0,1,0,0,0,5941.009348,2724.515199,18025.33975
5/11/1981,919.3471217,877.127628,146.4594252,8.071,0,1,0,0,0,5941.009348,2738.533821,18149.20331
5/12/1981,928.3316754,880.458024,152.7484962,8.071,0,1,0,0,0,5941.009348,2745.543132,18344.98766
5/13/1981,937.8990024,883.17168,159.3944359,8.071,0,1,0,0,0,5941.009348,2740.536481,18307.6954
5/14/1981,948.2295917,884.528508,168.6072779,8.071,0,1,0,0,0,5941.009348,2754.555103,18450.20509
5/15/1981,952.8306224,885.63864,100.721149,8.071,0,1,0,0,0,5941.009348,2769.575054,17858.85647
5/16/1981,956.1076337,887.118816,86.37391141,8.071,0,1,0,0,0,5941.009348,2766.571064,18226.45156
5/17/1981,959.2643365,885.885336,85.20093667,8.071,0,1,0,0,0,5941.009348,2763.567074,18309.02727
5/18/1981,962.3401778,884.528508,83.9145715,8.071,0,1,0,0,0,5941.009348,2745.543132,18177.17251
5/19/1981,965.5744092,883.78842,85.76549109,8.071,0,1,0,0,0,5941.009348,2761.564413,18183.83184
5/20/1981,967.9435593,882.55494,75.00602132,8.071,0,1,0,0,0,5941.009348,2757.559093,17902.80805
5/21/1981,970.0738881,881.198112,72.07904193,8.071,0,1,0,0,0,5941.009348,2779.588356,17841.54221
5/22/1981,971.9519708,879.841284,68.98606277,8.071,0,1,0,0,0,5941.009348,2779.588356,17776.28076
5/23/1981,973.6884605,879.224544,67.21273259,8.071,0,1,0,0,0,5941.009348,2780.589686,17725.66984
5/24/1981,975.3487517,879.841284,66.09362073,8.071,0,1,0,0,0,5941.009348,2779.588356,17636.4348
5/25/1981,976.9697711,880.458024,65.86210942,8.071,0,1,0,0,0,5941.009348,2784.595006,17720.34237
5/26/1981,978.9835337,881.198112,70.43607061,8.071,0,1,0,0,0,5941.009348,2773.580375,17730.9973
5/27/1981,980.8061083,883.17168,67.96127973,8.071,0,1,0,0,0,5941.009348,2770.576385,17632.4392
5/28/1981,982.0277021,885.145248,62.23743027,8.071,0,1,0,0,0,5941.009348,2764.568404,18095.92866
5/29/1981,983.4326429,887.118816,64.77722927,8.071,0,1,0,0,0,5941.009348,2772.579045,18253.08888
5/30/1981,984.7380289,889.832472,63.00192229,8.071,0,1,0,0,0,5941.009348,2796.610968,18018.68042
5/31/1981,985.9644942,891.929388,62.46727703,8.071,0,1,0,0,0,5941.009348,2804.621609,18161.19011
6/1/1981,986.0425885,893.162868,48.89262551,6.8,0,1,0,0,0,5941.009348,2461.133254,18054.59808
6/2/1981,986.9324833,893.902956,58.99293943,6.8,0,1,0,0,0,5941.009348,2461.133254,18319.63947
6/3/1981,987.9966787,894.519696,61.08818923,6.8,0,1,0,0,0,5941.009348,2459.130594,18348.94053
