Year,Month,Scen,Inflow,Month-Year
2035,7,CanESM2,1.648360549,2035-7
2035,7,CNRM-CM5,4.194380147,2035-7
2035,7,HadGEM2-ES,2.465795253,2035-7
2035,7,MIROC5,0.120698174,2035-7
2035,8,CanESM2,0.200278965,2035-8
2035,8,CNRM-CM5,0.687567494,2035-8
2035,8,HadGEM2-ES,0.241706167,2035-8
2035,8,MIROC5,0.076975708,2035-8
2035,9,CanESM2,0.194600806,2035-9
2035,9,CNRM-CM5,0.132634339,2035-9
2035,9,HadGEM2-ES,0.066705869,2035-9
2035,9,MIROC5,0.062849616,2035-9
2036,1,CanESM2,1.334155329,2036-1
2036,1,CNRM-CM5,9.197094036,2036-1
2036,1,HadGEM2-ES,0.594622941,2036-1
2036,1,MIROC5,8.422180771,2036-1
2036,10,CanESM2,0.328170879,2036-10
2036,10,CNRM-CM5,0.344605617,2036-10
2036,10,HadGEM2-ES,0.062776584,2036-10
2036,10,MIROC5,0.345796122,2036-10
2036,11,CanESM2,1.486657217,2036-11
2036,11,CNRM-CM5,1.613781796,2036-11
2036,11,HadGEM2-ES,0.458816796,2036-11
2036,11,MIROC5,0.464876567,2036-11
2036,12,CanESM2,4.151588386,2036-12
2036,12,CNRM-CM5,2.26064896,2036-12
2036,12,HadGEM2-ES,2.655773727,2036-12
2036,12,MIROC5,2.485008482,2036-12
2036,2,CanESM2,1.815394801,2036-2
2036,2,CNRM-CM5,15.42509543,2036-2
2036,2,HadGEM2-ES,3.516713476,2036-2
2036,2,MIROC5,7.0873644,2036-2
2036,3,CanESM2,4.5586467,2036-3
2036,3,CNRM-CM5,20.56551951,2036-3
2036,3,HadGEM2-ES,3.095795494,2036-3
2036,3,MIROC5,4.195694074,2036-3
2036,4,CanESM2,8.854916884,2036-4
2036,4,CNRM-CM5,10.44041737,2036-4
2036,4,HadGEM2-ES,5.104783085,2036-4
2036,4,MIROC5,8.353511399,2036-4
2036,5,CanESM2,4.568126316,2036-5
2036,5,CNRM-CM5,23.90758906,2036-5
2036,5,HadGEM2-ES,7.166078397,2036-5
2036,5,MIROC5,17.93743949,2036-5
2036,6,CanESM2,2.18553889,2036-6
2036,6,CNRM-CM5,20.52344283,2036-6
2036,6,HadGEM2-ES,0.818271451,2036-6
2036,6,MIROC5,9.181517462,2036-6
2036,7,CanESM2,0.219249159,2036-7
2036,7,CNRM-CM5,7.9930156,2036-7
2036,7,HadGEM2-ES,0.332682796,2036-7
2036,7,MIROC5,2.63467513,2036-7
2036,8,CanESM2,0.083179582,2036-8
2036,8,CNRM-CM5,1.660631869,2036-8
2036,8,HadGEM2-ES,0.135065341,2036-8
2036,8,MIROC5,0.321180577,2036-8
2036,9,CanESM2,0.309438578,2036-9
2036,9,CNRM-CM5,0.334866519,2036-9
2036,9,HadGEM2-ES,0.061012597,2036-9
2036,9,MIROC5,0.963802579,2036-9
2037,1,CanESM2,22.18804999,2037-1
2037,1,CNRM-CM5,7.098078359,2037-1
2037,1,HadGEM2-ES,3.198097758,2037-1
2037,1,MIROC5,1.395344427,2037-1
2037,10,CanESM2,0.62020914,2037-10
2037,10,CNRM-CM5,0.167968714,2037-10
2037,10,HadGEM2-ES,0.065743536,2037-10
2037,10,MIROC5,0.94902179,2037-10
2037,11,CanESM2,0.432225824,2037-11
2037,11,CNRM-CM5,0.087867993,2037-11
2037,11,HadGEM2-ES,0.276412917,2037-11
2037,11,MIROC5,0.698918014,2037-11
2037,12,CanESM2,1.120779602,2037-12
2037,12,CNRM-CM5,0.820761865,2037-12
2037,12,HadGEM2-ES,0.149215925,2037-12
2037,12,MIROC5,0.26052947,2037-12
2037,2,CanESM2,6.731070771,2037-2
2037,2,CNRM-CM5,17.19282229,2037-2
2037,2,HadGEM2-ES,7.776600413,2037-2
2037,2,MIROC5,1.804368202,2037-2
2037,3,CanESM2,7.319725148,2037-3
2037,3,CNRM-CM5,13.19543678,2037-3
2037,3,HadGEM2-ES,6.363909117,2037-3
2037,3,MIROC5,8.153392746,2037-3
2037,4,CanESM2,7.922272143,2037-4
2037,4,CNRM-CM5,10.90939706,2037-4
2037,4,HadGEM2-ES,4.744441357,2037-4
2037,4,MIROC5,10.11091555,2037-4
2037,5,CanESM2,12.28496571,2037-5
2037,5,CNRM-CM5,20.07335496,2037-5
2037,5,HadGEM2-ES,9.600861277,2037-5
2037,5,MIROC5,10.09718296,2037-5
2037,6,CanESM2,12.68448289,2037-6
2037,6,CNRM-CM5,17.71974866,2037-6
2037,6,HadGEM2-ES,16.82882731,2037-6
2037,6,MIROC5,5.57133682,2037-6
2037,7,CanESM2,6.421192187,2037-7
2037,7,CNRM-CM5,3.87133365,2037-7
2037,7,HadGEM2-ES,10.30809643,2037-7
2037,7,MIROC5,0.87448554,2037-7
2037,8,CanESM2,1.317177995,2037-8
2037,8,CNRM-CM5,0.778588247,2037-8
2037,8,HadGEM2-ES,1.29874208,2037-8
2037,8,MIROC5,0.124694721,2037-8
2037,9,CanESM2,0.345524579,2037-9
2037,9,CNRM-CM5,0.203903418,2037-9
2037,9,HadGEM2-ES,0.107037359,2037-9
2037,9,MIROC5,0.195149433,2037-9
2038,1,CanESM2,0.493381477,2038-1
2038,1,CNRM-CM5,4.437563209,2038-1
2038,1,HadGEM2-ES,0.53948076,2038-1
2038,1,MIROC5,13.67105857,2038-1
2038,10,CanESM2,0.111447732,2038-10
2038,10,CNRM-CM5,1.078637222,2038-10
2038,10,HadGEM2-ES,0.101941591,2038-10
2038,10,MIROC5,0.483866252,2038-10
2038,11,CanESM2,0.159856401,2038-11
2038,11,CNRM-CM5,1.126490653,2038-11
2038,11,HadGEM2-ES,0.891412846,2038-11
2038,11,MIROC5,0.269780326,2038-11
2038,12,CanESM2,4.111261462,2038-12
2038,12,CNRM-CM5,5.555582294,2038-12
2038,12,HadGEM2-ES,1.481865172,2038-12
2038,12,MIROC5,0.24997902,2038-12
2038,2,CanESM2,1.371216545,2038-2
2038,2,CNRM-CM5,7.02090002,2038-2
2038,2,HadGEM2-ES,1.577915352,2038-2
2038,2,MIROC5,13.04388002,2038-2
2038,3,CanESM2,2.106506282,2038-3
2038,3,CNRM-CM5,5.486447677,2038-3
2038,3,HadGEM2-ES,3.475210306,2038-3
2038,3,MIROC5,4.588071452,2038-3
2038,4,CanESM2,5.963250423,2038-4
2038,4,CNRM-CM5,7.941221818,2038-4
2038,4,HadGEM2-ES,6.482727141,2038-4
2038,4,MIROC5,4.705217785,2038-4
2038,5,CanESM2,4.514764748,2038-5
2038,5,CNRM-CM5,9.086532779,2038-5
2038,5,HadGEM2-ES,9.546820445,2038-5
2038,5,MIROC5,9.741404269,2038-5
2038,6,CanESM2,1.608157636,2038-6
2038,6,CNRM-CM5,9.721155326,2038-6
2038,6,HadGEM2-ES,1.894447249,2038-6
2038,6,MIROC5,18.3659977,2038-6
2038,7,CanESM2,0.248197565,2038-7
2038,7,CNRM-CM5,2.659714542,2038-7
2038,7,HadGEM2-ES,0.197228548,2038-7
2038,7,MIROC5,8.614129304,2038-7
2038,8,CanESM2,0.08225057,2038-8
2038,8,CNRM-CM5,0.340222405,2038-8
2038,8,HadGEM2-ES,0.132733078,2038-8
2038,8,MIROC5,0.950406737,2038-8
2038,9,CanESM2,0.088851765,2038-9
2038,9,CNRM-CM5,0.079694556,2038-9
2038,9,HadGEM2-ES,0.14928116,2038-9
2038,9,MIROC5,0.147270642,2038-9
2039,1,CanESM2,0.619952398,2039-1
2039,1,CNRM-CM5,15.73419987,2039-1
2039,1,HadGEM2-ES,2.55081079,2039-1
2039,1,MIROC5,0.54464017,2039-1
2039,10,CanESM2,0.471290117,2039-10
2039,10,CNRM-CM5,0.750952325,2039-10
2039,10,HadGEM2-ES,0.075179274,2039-10
2039,10,MIROC5,0.106654705,2039-10
2039,11,CanESM2,0.52998461,2039-11
2039,11,CNRM-CM5,1.546939641,2039-11
2039,11,HadGEM2-ES,0.134686591,2039-11
2039,11,MIROC5,0.258313807,2039-11
2039,12,CanESM2,2.473482117,2039-12
2039,12,CNRM-CM5,1.573385996,2039-12
2039,12,HadGEM2-ES,0.173664248,2039-12
2039,12,MIROC5,0.21334994,2039-12
2039,2,CanESM2,0.425667281,2039-2
2039,2,CNRM-CM5,8.995807644,2039-2
2039,2,HadGEM2-ES,5.817094176,2039-2
2039,2,MIROC5,0.432978654,2039-2
2039,3,CanESM2,1.92336348,2039-3
2039,3,CNRM-CM5,8.509835225,2039-3
2039,3,HadGEM2-ES,3.595399149,2039-3
2039,3,MIROC5,1.652646296,2039-3
2039,4,CanESM2,6.222350996,2039-4
2039,4,CNRM-CM5,6.978823782,2039-4
2039,4,HadGEM2-ES,5.336092871,2039-4
2039,4,MIROC5,1.51071953,2039-4
2039,5,CanESM2,2.243939852,2039-5
2039,5,CNRM-CM5,21.37540286,2039-5
2039,5,HadGEM2-ES,11.30960336,2039-5
2039,5,MIROC5,1.586390084,2039-5
2039,6,CanESM2,0.727183893,2039-6
2039,6,CNRM-CM5,18.00833327,2039-6
2039,6,HadGEM2-ES,5.43530261,2039-6
2039,6,MIROC5,0.475507965,2039-6
2039,7,CanESM2,0.129497321,2039-7
2039,7,CNRM-CM5,8.310144987,2039-7
2039,7,HadGEM2-ES,1.237794317,2039-7
2039,7,MIROC5,0.096419652,2039-7
2039,8,CanESM2,0.078082593,2039-8
2039,8,CNRM-CM5,1.509180342,2039-8
2039,8,HadGEM2-ES,0.179889227,2039-8
2039,8,MIROC5,0.575012348,2039-8
2039,9,CanESM2,0.074151095,2039-9
2039,9,CNRM-CM5,0.285405244,2039-9
2039,9,HadGEM2-ES,0.062266479,2039-9
2039,9,MIROC5,0.399017278,2039-9
2040,1,CanESM2,4.438363349,2040-1
2040,1,CNRM-CM5,0.679161142,2040-1
2040,1,HadGEM2-ES,0.173744532,2040-1
2040,1,MIROC5,2.302957734,2040-1
2040,10,CanESM2,0.105643323,2040-10
2040,10,CNRM-CM5,0.158005413,2040-10
2040,10,HadGEM2-ES,0.297885092,2040-10
2040,10,MIROC5,0.121729621,2040-10
2040,11,CanESM2,0.754062864,2040-11
2040,11,CNRM-CM5,0.801672128,2040-11
2040,11,HadGEM2-ES,2.921903785,2040-11
2040,11,MIROC5,0.574785529,2040-11
2040,12,CanESM2,0.22801048,2040-12
2040,12,CNRM-CM5,1.479821285,2040-12
2040,12,HadGEM2-ES,0.506160002,2040-12
2040,12,MIROC5,0.19558884,2040-12
2040,2,CanESM2,3.800639411,2040-2
2040,2,CNRM-CM5,1.072470223,2040-2
2040,2,HadGEM2-ES,0.150863481,2040-2
2040,2,MIROC5,1.571524274,2040-2
2040,3,CanESM2,11.82389533,2040-3
2040,3,CNRM-CM5,2.16169116,2040-3
2040,3,HadGEM2-ES,0.242793953,2040-3
2040,3,MIROC5,3.794721336,2040-3
2040,4,CanESM2,12.29994728,2040-4
2040,4,CNRM-CM5,5.499111251,2040-4
2040,4,HadGEM2-ES,0.241824202,2040-4
2040,4,MIROC5,6.409474075,2040-4
2040,5,CanESM2,12.57983435,2040-5
2040,5,CNRM-CM5,4.523962139,2040-5
2040,5,HadGEM2-ES,0.308155155,2040-5
2040,5,MIROC5,9.466862634,2040-5
2040,6,CanESM2,7.653317688,2040-6
2040,6,CNRM-CM5,1.306599383,2040-6
2040,6,HadGEM2-ES,0.064899732,2040-6
2040,6,MIROC5,2.451636606,2040-6
2040,7,CanESM2,2.675731776,2040-7
2040,7,CNRM-CM5,0.212878829,2040-7
2040,7,HadGEM2-ES,0.104312929,2040-7
2040,7,MIROC5,0.531365466,2040-7
2040,8,CanESM2,0.482895079,2040-8
2040,8,CNRM-CM5,0.414638976,2040-8
2040,8,HadGEM2-ES,0.126109318,2040-8
2040,8,MIROC5,0.083379707,2040-8
2040,9,CanESM2,0.141529437,2040-9
2040,9,CNRM-CM5,0.108079048,2040-9
2040,9,HadGEM2-ES,0.372013899,2040-9
2040,9,MIROC5,0.606737163,2040-9
2041,1,CanESM2,0.202475406,2041-1
2041,1,CNRM-CM5,0.331935213,2041-1
2041,1,HadGEM2-ES,0.39410363,2041-1
2041,1,MIROC5,0.312595377,2041-1
2041,10,CanESM2,0.176186794,2041-10
2041,10,CNRM-CM5,0.351941034,2041-10
2041,10,HadGEM2-ES,0.06809275,2041-10
2041,10,MIROC5,0.093401042,2041-10
2041,11,CanESM2,1.591390804,2041-11
2041,11,CNRM-CM5,0.440104669,2041-11
2041,11,HadGEM2-ES,0.234725691,2041-11
2041,11,MIROC5,0.124291195,2041-11
2041,12,CanESM2,0.261314947,2041-12
2041,12,CNRM-CM5,0.357915214,2041-12
2041,12,HadGEM2-ES,1.895221827,2041-12
2041,12,MIROC5,0.317786198,2041-12
2041,2,CanESM2,0.393524674,2041-2
2041,2,CNRM-CM5,0.986358501,2041-2
2041,2,HadGEM2-ES,0.873526728,2041-2
2041,2,MIROC5,0.501283905,2041-2
2041,3,CanESM2,1.023367151,2041-3
2041,3,CNRM-CM5,4.619606126,2041-3
2041,3,HadGEM2-ES,3.10024944,2041-3
2041,3,MIROC5,1.273089494,2041-3
2041,4,CanESM2,1.587738116,2041-4
2041,4,CNRM-CM5,4.850387598,2041-4
2041,4,HadGEM2-ES,8.286909534,2041-4
2041,4,MIROC5,1.431224397,2041-4
2041,5,CanESM2,1.315308874,2041-5
2041,5,CNRM-CM5,6.011631733,2041-5
2041,5,HadGEM2-ES,12.30040508,2041-5
2041,5,MIROC5,1.066473242,2041-5
2041,6,CanESM2,0.348199079,2041-6
2041,6,CNRM-CM5,8.994105513,2041-6
2041,6,HadGEM2-ES,2.892202535,2041-6
2041,6,MIROC5,0.36082261,2041-6
2041,7,CanESM2,0.103063063,2041-7
2041,7,CNRM-CM5,2.178917973,2041-7
2041,7,HadGEM2-ES,0.798668203,2041-7
2041,7,MIROC5,0.093736805,2041-7
2041,8,CanESM2,0.095947622,2041-8
2041,8,CNRM-CM5,0.124884197,2041-8
2041,8,HadGEM2-ES,0.157382418,2041-8
2041,8,MIROC5,0.075232314,2041-8
2041,9,CanESM2,0.115902976,2041-9
2041,9,CNRM-CM5,0.074212394,2041-9
2041,9,HadGEM2-ES,0.124704621,2041-9
2041,9,MIROC5,0.051517735,2041-9
2042,1,CanESM2,1.494011692,2042-1
2042,1,CNRM-CM5,0.251884855,2042-1
2042,1,HadGEM2-ES,8.140239236,2042-1
2042,1,MIROC5,0.244471778,2042-1
2042,10,CanESM2,0.167014693,2042-10
2042,10,CNRM-CM5,0.560151328,2042-10
2042,10,HadGEM2-ES,0.267540998,2042-10
2042,10,MIROC5,0.302371094,2042-10
2042,11,CanESM2,0.210824324,2042-11
2042,11,CNRM-CM5,1.358102402,2042-11
2042,11,HadGEM2-ES,1.463731469,2042-11
2042,11,MIROC5,3.609836848,2042-11
2042,12,CanESM2,0.493983835,2042-12
2042,12,CNRM-CM5,9.031467466,2042-12
2042,12,HadGEM2-ES,3.250009033,2042-12
2042,12,MIROC5,21.09157533,2042-12
2042,2,CanESM2,2.879262673,2042-2
2042,2,CNRM-CM5,0.310336379,2042-2
2042,2,HadGEM2-ES,5.097640463,2042-2
2042,2,MIROC5,0.989363503,2042-2
2042,3,CanESM2,12.64120694,2042-3
2042,3,CNRM-CM5,1.622246786,2042-3
2042,3,HadGEM2-ES,2.366550932,2042-3
2042,3,MIROC5,1.5559658,2042-3
2042,4,CanESM2,10.40845357,2042-4
2042,4,CNRM-CM5,3.749278459,2042-4
2042,4,HadGEM2-ES,6.349369797,2042-4
2042,4,MIROC5,2.184747856,2042-4
2042,5,CanESM2,7.913746912,2042-5
2042,5,CNRM-CM5,3.61207547,2042-5
2042,5,HadGEM2-ES,18.13140022,2042-5
2042,5,MIROC5,2.635527767,2042-5
2042,6,CanESM2,8.711505665,2042-6
2042,6,CNRM-CM5,0.620776272,2042-6
2042,6,HadGEM2-ES,5.786185486,2042-6
2042,6,MIROC5,0.606435167,2042-6
2042,7,CanESM2,1.985265605,2042-7
2042,7,CNRM-CM5,0.103984499,2042-7
2042,7,HadGEM2-ES,1.631042296,2042-7
2042,7,MIROC5,0.109842399,2042-7
2042,8,CanESM2,0.360492891,2042-8
2042,8,CNRM-CM5,0.075260097,2042-8
2042,8,HadGEM2-ES,0.36747174,2042-8
2042,8,MIROC5,0.080076799,2042-8
2042,9,CanESM2,1.544006751,2042-9
2042,9,CNRM-CM5,0.064037258,2042-9
2042,9,HadGEM2-ES,3.161250717,2042-9
2042,9,MIROC5,0.052610151,2042-9
2043,1,CanESM2,0.653252418,2043-1
2043,1,CNRM-CM5,9.836302956,2043-1
2043,1,HadGEM2-ES,14.66570263,2043-1
2043,1,MIROC5,28.39683297,2043-1
2043,10,CanESM2,0.115668612,2043-10
2043,10,CNRM-CM5,0.221060952,2043-10
2043,10,HadGEM2-ES,0.07178495,2043-10
2043,10,MIROC5,1.374793322,2043-10
2043,11,CanESM2,1.193254669,2043-11
2043,11,CNRM-CM5,0.289180034,2043-11
2043,11,HadGEM2-ES,0.213371592,2043-11
2043,11,MIROC5,1.353806688,2043-11
2043,12,CanESM2,0.58993693,2043-12
2043,12,CNRM-CM5,0.654949392,2043-12
2043,12,HadGEM2-ES,0.173975137,2043-12
2043,12,MIROC5,1.276177409,2043-12
2043,2,CanESM2,0.726436083,2043-2
2043,2,CNRM-CM5,4.877682666,2043-2
2043,2,HadGEM2-ES,14.66134812,2043-2
2043,2,MIROC5,12.57900182,2043-2
2043,3,CanESM2,0.810588787,2043-3
2043,3,CNRM-CM5,7.032386054,2043-3
2043,3,HadGEM2-ES,8.532123778,2043-3
2043,3,MIROC5,7.639044691,2043-3
2043,4,CanESM2,2.78150455,2043-4
2043,4,CNRM-CM5,8.35868465,2043-4
2043,4,HadGEM2-ES,12.7292729,2043-4
2043,4,MIROC5,5.678140933,2043-4
2043,5,CanESM2,2.608949853,2043-5
2043,5,CNRM-CM5,14.43656665,2043-5
2043,5,HadGEM2-ES,21.55545991,2043-5
2043,5,MIROC5,16.36832107,2043-5
2043,6,CanESM2,0.288572371,2043-6
2043,6,CNRM-CM5,12.28204353,2043-6
2043,6,HadGEM2-ES,14.4292037,2043-6
2043,6,MIROC5,19.53733115,2043-6
2043,7,CanESM2,0.091650052,2043-7
2043,7,CNRM-CM5,3.410747406,2043-7
2043,7,HadGEM2-ES,5.322722162,2043-7
2043,7,MIROC5,8.683545059,2043-7
2043,8,CanESM2,0.110432576,2043-8
2043,8,CNRM-CM5,0.646780777,2043-8
2043,8,HadGEM2-ES,1.104475379,2043-8
2043,8,MIROC5,1.879232412,2043-8
2043,9,CanESM2,0.10898025,2043-9
2043,9,CNRM-CM5,0.120184566,2043-9
2043,9,HadGEM2-ES,0.185305567,2043-9
2043,9,MIROC5,0.3907968,2043-9
2044,1,CanESM2,0.845949147,2044-1
2044,1,CNRM-CM5,4.769008623,2044-1
2044,1,HadGEM2-ES,0.710808504,2044-1
2044,1,MIROC5,22.80629845,2044-1
2044,10,CanESM2,0.161063836,2044-10
2044,10,CNRM-CM5,0.12908121,2044-10
2044,10,HadGEM2-ES,0.641874882,2044-10
2044,10,MIROC5,0.262640528,2044-10
2044,11,CanESM2,0.162786265,2044-11
2044,11,CNRM-CM5,3.611273965,2044-11
2044,11,HadGEM2-ES,1.076479043,2044-11
2044,11,MIROC5,0.357848696,2044-11
2044,12,CanESM2,5.358816192,2044-12
2044,12,CNRM-CM5,21.83378349,2044-12
2044,12,HadGEM2-ES,0.707813477,2044-12
2044,12,MIROC5,0.170304451,2044-12
2044,2,CanESM2,0.871243754,2044-2
2044,2,CNRM-CM5,8.949308588,2044-2
2044,2,HadGEM2-ES,1.316667706,2044-2
2044,2,MIROC5,8.198016144,2044-2
2044,3,CanESM2,3.423298041,2044-3
2044,3,CNRM-CM5,5.897531094,2044-3
2044,3,HadGEM2-ES,5.220844964,2044-3
2044,3,MIROC5,5.880582941,2044-3
2044,4,CanESM2,4.83279704,2044-4
2044,4,CNRM-CM5,9.323527835,2044-4
2044,4,HadGEM2-ES,5.025094528,2044-4
2044,4,MIROC5,6.703746765,2044-4
2044,5,CanESM2,6.634247132,2044-5
2044,5,CNRM-CM5,11.78519833,2044-5
2044,5,HadGEM2-ES,5.110703432,2044-5
2044,5,MIROC5,9.595398719,2044-5
2044,6,CanESM2,5.111694324,2044-6
2044,6,CNRM-CM5,13.6725939,2044-6
2044,6,HadGEM2-ES,0.555569833,2044-6
2044,6,MIROC5,14.10555714,2044-6
2044,7,CanESM2,0.677508411,2044-7
2044,7,CNRM-CM5,3.390538672,2044-7
2044,7,HadGEM2-ES,0.135015094,2044-7
2044,7,MIROC5,6.662109659,2044-7
2044,8,CanESM2,0.157038618,2044-8
2044,8,CNRM-CM5,0.48989351,2044-8
2044,8,HadGEM2-ES,0.128280159,2044-8
2044,8,MIROC5,0.816322959,2044-8
2044,9,CanESM2,0.069558019,2044-9
2044,9,CNRM-CM5,0.074754545,2044-9
2044,9,HadGEM2-ES,0.071454826,2044-9
2044,9,MIROC5,0.369741125,2044-9
2045,1,CanESM2,9.376328663,2045-1
2045,1,CNRM-CM5,18.49991683,2045-1
2045,1,HadGEM2-ES,1.517885544,2045-1
2045,1,MIROC5,0.699581353,2045-1
2045,10,CanESM2,0.294555738,2045-10
2045,10,CNRM-CM5,1.070413855,2045-10
2045,10,HadGEM2-ES,0.643855542,2045-10
2045,10,MIROC5,0.354170151,2045-10
2045,11,CanESM2,0.576656005,2045-11
2045,11,CNRM-CM5,2.744964291,2045-11
2045,11,HadGEM2-ES,0.950048555,2045-11
2045,11,MIROC5,0.127587407,2045-11
2045,12,CanESM2,0.523120943,2045-12
2045,12,CNRM-CM5,10.60685771,2045-12
2045,12,HadGEM2-ES,1.830869888,2045-12
2045,12,MIROC5,0.086974845,2045-12
2045,2,CanESM2,2.24478799,2045-2
2045,2,CNRM-CM5,5.698094895,2045-2
2045,2,HadGEM2-ES,3.794671397,2045-2
2045,2,MIROC5,0.930097433,2045-2
2045,3,CanESM2,7.536038903,2045-3
2045,3,CNRM-CM5,5.761787375,2045-3
2045,3,HadGEM2-ES,6.323427073,2045-3
2045,3,MIROC5,1.042768889,2045-3
2045,4,CanESM2,10.10275368,2045-4
2045,4,CNRM-CM5,8.452467395,2045-4
2045,4,HadGEM2-ES,6.939839324,2045-4
2045,4,MIROC5,2.409981631,2045-4
2045,5,CanESM2,26.66453425,2045-5
2045,5,CNRM-CM5,12.09972598,2045-5
2045,5,HadGEM2-ES,12.80216891,2045-5
2045,5,MIROC5,0.86781408,2045-5
2045,6,CanESM2,6.948540816,2045-6
2045,6,CNRM-CM5,22.28718019,2045-6
2045,6,HadGEM2-ES,7.6461523,2045-6
2045,6,MIROC5,0.191655381,2045-6
2045,7,CanESM2,1.273935957,2045-7
2045,7,CNRM-CM5,6.077097831,2045-7
2045,7,HadGEM2-ES,1.346773882,2045-7
2045,7,MIROC5,0.081934132,2045-7
2045,8,CanESM2,0.23798101,2045-8
2045,8,CNRM-CM5,1.504645154,2045-8
2045,8,HadGEM2-ES,0.204041242,2045-8
2045,8,MIROC5,0.07131431,2045-8
2045,9,CanESM2,0.122834424,2045-9
2045,9,CNRM-CM5,0.538911445,2045-9
2045,9,HadGEM2-ES,0.113664693,2045-9
2045,9,MIROC5,0.051109875,2045-9
2046,1,CanESM2,3.344158028,2046-1
2046,1,CNRM-CM5,9.87267518,2046-1
2046,1,HadGEM2-ES,2.491814786,2046-1
2046,1,MIROC5,0.145158008,2046-1
2046,10,CanESM2,0.118642109,2046-10
2046,10,CNRM-CM5,0.888951267,2046-10
2046,10,HadGEM2-ES,0.1435601,2046-10
2046,10,MIROC5,0.128390772,2046-10
2046,11,CanESM2,3.003648167,2046-11
2046,11,CNRM-CM5,0.260721002,2046-11
2046,11,HadGEM2-ES,0.653478767,2046-11
2046,11,MIROC5,0.410498654,2046-11
2046,12,CanESM2,0.426909065,2046-12
2046,12,CNRM-CM5,5.295435721,2046-12
2046,12,HadGEM2-ES,2.425788816,2046-12
2046,12,MIROC5,1.186285233,2046-12
2046,2,CanESM2,17.96964697,2046-2
2046,2,CNRM-CM5,6.339794942,2046-2
2046,2,HadGEM2-ES,14.44739235,2046-2
2046,2,MIROC5,1.304090353,2046-2
2046,3,CanESM2,6.954251512,2046-3
2046,3,CNRM-CM5,18.57120524,2046-3
2046,3,HadGEM2-ES,7.748575803,2046-3
2046,3,MIROC5,2.292899817,2046-3
2046,4,CanESM2,9.224083777,2046-4
2046,4,CNRM-CM5,12.84293159,2046-4
2046,4,HadGEM2-ES,16.78962771,2046-4
2046,4,MIROC5,3.200358285,2046-4
2046,5,CanESM2,16.49273333,2046-5
2046,5,CNRM-CM5,10.06175203,2046-5
2046,5,HadGEM2-ES,11.73668282,2046-5
2046,5,MIROC5,1.67443427,2046-5
2046,6,CanESM2,13.25439152,2046-6
2046,6,CNRM-CM5,6.395222046,2046-6
2046,6,HadGEM2-ES,11.45464944,2046-6
2046,6,MIROC5,0.492002558,2046-6
2046,7,CanESM2,2.498210449,2046-7
2046,7,CNRM-CM5,3.953034669,2046-7
2046,7,HadGEM2-ES,2.654757071,2046-7
2046,7,MIROC5,0.11051458,2046-7
2046,8,CanESM2,0.489721256,2046-8
2046,8,CNRM-CM5,0.653025386,2046-8
2046,8,HadGEM2-ES,0.734690893,2046-8
2046,8,MIROC5,0.082121922,2046-8
2046,9,CanESM2,0.095039009,2046-9
2046,9,CNRM-CM5,0.234757909,2046-9
2046,9,HadGEM2-ES,0.15022633,2046-9
2046,9,MIROC5,0.054528859,2046-9
2047,1,CanESM2,4.146105786,2047-1
2047,1,CNRM-CM5,16.25882676,2047-1
2047,1,HadGEM2-ES,2.94757623,2047-1
2047,1,MIROC5,4.770572234,2047-1
2047,10,CanESM2,0.14333577,2047-10
2047,10,CNRM-CM5,0.333085835,2047-10
2047,10,HadGEM2-ES,0.070553782,2047-10
2047,10,MIROC5,0.095414563,2047-10
2047,11,CanESM2,0.700063327,2047-11
2047,11,CNRM-CM5,0.210532608,2047-11
2047,11,HadGEM2-ES,0.460668688,2047-11
2047,11,MIROC5,3.602701652,2047-11
2047,12,CanESM2,0.547507961,2047-12
2047,12,CNRM-CM5,2.078777852,2047-12
2047,12,HadGEM2-ES,0.145662901,2047-12
2047,12,MIROC5,4.806718624,2047-12
2047,2,CanESM2,8.9030538,2047-2
2047,2,CNRM-CM5,21.4305457,2047-2
2047,2,HadGEM2-ES,5.665969593,2047-2
2047,2,MIROC5,3.366084403,2047-2
2047,3,CanESM2,5.483053355,2047-3
2047,3,CNRM-CM5,9.204800421,2047-3
2047,3,HadGEM2-ES,8.455316676,2047-3
2047,3,MIROC5,4.170735505,2047-3
2047,4,CanESM2,8.60174902,2047-4
2047,4,CNRM-CM5,8.618972414,2047-4
2047,4,HadGEM2-ES,7.43905634,2047-4
2047,4,MIROC5,4.747195811,2047-4
2047,5,CanESM2,9.110523607,2047-5
2047,5,CNRM-CM5,18.97247289,2047-5
2047,5,HadGEM2-ES,9.077539145,2047-5
2047,5,MIROC5,15.42840567,2047-5
2047,6,CanESM2,7.478106761,2047-6
2047,6,CNRM-CM5,15.90944133,2047-6
2047,6,HadGEM2-ES,4.068802061,2047-6
2047,6,MIROC5,4.111765076,2047-6
2047,7,CanESM2,1.625508426,2047-7
2047,7,CNRM-CM5,7.451860917,2047-7
2047,7,HadGEM2-ES,1.167059996,2047-7
2047,7,MIROC5,0.300785375,2047-7
2047,8,CanESM2,0.243389935,2047-8
2047,8,CNRM-CM5,1.481583042,2047-8
2047,8,HadGEM2-ES,0.185845215,2047-8
2047,8,MIROC5,0.081699789,2047-8
2047,9,CanESM2,0.077601275,2047-9
2047,9,CNRM-CM5,0.418861532,2047-9
2047,9,HadGEM2-ES,0.067120416,2047-9
2047,9,MIROC5,0.218481713,2047-9
